time,id,user_id,parent_id,root_id,reply_count,rt_count,like_count,text,topic,is_cont
2021-03-10T15:09:54.000Z,1369666831812857861,49698134,-1,1369666831812857861,29,156,705,"More of the Dr. Seuss who was on the right side of history: opposing Nazis and fascists. He was, to use a modern term ""anti-fascist..."" https://t.co/7wCz99ORAx",Dr Seuss,1
2021-03-10T15:08:16.000Z,1369666419416309770,27995424,-1,1369666419416309770,95,855,2925,"Pepe LePew and Dr. Seuss: Evil

Grand Theft Auto where you can kill cops and set hookers on fire to avoid paying them: Peachy",Dr Seuss,1
2021-03-10T15:05:05.000Z,1369665618958553090,2836421,-1,1369665618958553090,69,248,1243,"WATCH: Rep. Ryan addressed the GOP during debate on labor reform: ""Heaven forbid we pass something that's going to help the damn workers in the United States!""

""Stop talking about Dr. Seuss and start working with us on behalf of the American workers.""

https://t.co/Iaknh1epiQ",Dr Seuss,1
2021-03-10T15:01:39.000Z,1369664755300990976,21334179,-1,1369664755300990976,1,1,4,is #freebritney the new Dr. Seuss? https://t.co/1hzmktA9FX,Dr Seuss,1
2021-03-10T15:01:13.000Z,1369664645783490563,83374478,-1,1369664645783490563,2,6,17,This cogent @JonLemire @colvinj analysis explains the bizarre disjunction between the COVID bill and what's happening on Fox News: The GOP's fixations on Dr. Seuss and Mr. Potato Head are an index of the party's inability to hit Biden on the big stuff. https://t.co/OR5RIbptxU,Dr Seuss,1
2021-03-10T15:00:02.000Z,1369664347065171969,15832179,-1,1369664347065171969,0,0,0,Racist imagery in some of Dr. Seuss' early works have caused Seuss Enterprises to remove the books from cirulation entirely. https://t.co/1GPwOIq7bu,Dr Seuss,1
2021-03-10T14:56:39.000Z,1369663497873788932,24506246,-1,1369663497873788932,1,1,2,"Conservative commentators have new interests: Dr. Seuss, Mr. Potato Head, intense scrutiny of Meghan Markle and even Milo Yiannopoulos becoming 'ex-gay' https://t.co/E29olYM7iT",Dr Seuss,1
2021-03-10T14:54:04.000Z,1369662845105934350,34543098,-1,1369662845105934350,0,0,0,The bill was approved Tuesday by a 225-206 vote but faces the strong possibility of Republican opposition in the Senate. https://t.co/DopLcLHiW8,Dr Seuss,1
2021-03-10T14:53:30.000Z,1369662706257657857,874916178,-1,1369662706257657857,168,3045,11391,"Dr. Seuss expressed himself on “America First,” 1941: https://t.co/zvqb7W5Bo9",Dr Seuss,1
2021-03-10T14:52:05.000Z,1369662348106072066,28489820,-1,1369662348106072066,0,0,0,The bill was approved Tuesday by a 225-206 vote but faces the strong possibility of Republican opposition in the Senate. https://t.co/WgFYiQZ03P,Dr Seuss,1
2021-03-10T14:52:05.000Z,1369662347720134658,15673261,-1,1369662347720134658,0,0,1,The bill was approved Tuesday by a 225-206 vote but faces the strong possibility of Republican opposition in the Senate. https://t.co/vJTxdel9cg,Dr Seuss,1
2021-03-10T14:50:05.000Z,1369661844005269510,16116116,-1,1369661844005269510,1,0,0,The bill was approved Tuesday by a 225-206 vote but faces the strong possibility of Republican opposition in the Senate. https://t.co/zZPXBZOMKA,Dr Seuss,1
2021-03-10T14:50:05.000Z,1369661843153764369,86178449,-1,1369661843153764369,0,0,0,The bill was approved Tuesday by a 225-206 vote but faces the strong possibility of Republican opposition in the Senate. https://t.co/scw9tUJMtW,Dr Seuss,1
2021-03-10T14:47:11.000Z,1369661115060391936,12120112,-1,1369661115060391936,0,0,1,'Stop talking about Dr. Seuss:' Ohio's @RepTimRyan gives fiery speech in response to GOP opposition to union bill https://t.co/uQzkvNwX6E via @enquirer @ChrisPughEdits,Dr Seuss,1
2021-03-10T14:45:06.000Z,1369660590143246338,16477702,-1,1369660590143246338,2,1,11,Rep. Tim Ryan blasts Republicans: ‘Stop talking about Dr. Seuss and start working with us’ https://t.co/qqMLkrVFcB,Dr Seuss,1
2021-03-10T14:44:04.000Z,1369660331941912577,10685542,-1,1369660331941912577,3,3,19,'Stop talking about Dr. Seuss:' Tim Ryan gives fiery speech in response to GOP opposition to union bill https://t.co/vmZM2Nsof8,Dr Seuss,1
2021-03-10T14:41:55.000Z,1369659789945536512,469194846,-1,1369659789945536512,5,7,12,It's not just Dr. Seuss. Disney+ puts restrictions on Dumbo and other titles over 'racist' stereotypes https://t.co/l0b6h5h6ri,Dr Seuss,1
2021-03-10T14:40:01.000Z,1369659310117183493,17028405,-1,1369659310117183493,1,2,2,The Dr. Seuss controversy has reached local shelves as the Chicago Public Library pulled 6 books over their racist and insensitive imagery.​  https://t.co/gGZtWYNS4L,Dr Seuss,1
2021-03-10T14:34:58.000Z,1369658042321633291,9022032,-1,1369658042321633291,2,0,22,Found this photo and discovered my kid has been hating on Dr Seuss since before we learned he’s not really a physician https://t.co/Vpl3t30bcF,Dr Seuss,1
2021-03-10T14:32:06.000Z,1369657319882121216,14267944,-1,1369657319882121216,13,6,88,"“Now, stop talking about Dr. Seuss, and start working with us on behalf of the American workers,” said  Rep. Tim Ryan of Ohio. (via WAPO) https://t.co/P8ergfoj9j",Dr Seuss,1
2021-03-10T14:32:05.000Z,1369657313494188032,16099690,-1,1369657313494188032,1,0,3,Dr. Seuss kept me up all night though just sayin’ https://t.co/hadkUAB8Tw,Dr Seuss,1
2021-03-10T14:27:05.000Z,1369656054955401222,4081106480,-1,1369656054955401222,73,80,376,"Study That Triggered Cancellation of Dr. Seuss Called Cat In The Hat Racist, Horton The Elephant A White Supremacist https://t.co/vjSChbzT6c https://t.co/dEtFWZBJdv",Dr Seuss,1
2021-03-10T14:24:50.000Z,1369655490259648519,21733692,-1,1369655490259648519,2,6,66,Dr. Seuss and Pepe would like a word with this tweet. https://t.co/sHRiLvTO2K,Dr Seuss,1
2021-03-10T14:24:41.000Z,1369655452619923461,91478624,-1,1369655452619923461,11,37,120,"VIRAL MOMENT: Rep. Tim Ryan slammed Republicans in a fiery House floor speech: ""Stop talking about Dr. Seuss and start working with us on behalf of American workers."" https://t.co/19RQGH0Uwa",Dr Seuss,1
2021-03-10T14:21:11.000Z,1369654573732933641,5447242,-1,1369654573732933641,21,57,120,I did a deep dive into the study that prompted Read Across America to dump Dr. Seuss. Surprise: it’s not just six books they want “cancelled.” https://t.co/GsJ1HkszTw,Dr Seuss,1
2021-03-10T14:17:06.000Z,1369653545050456072,2804332645,-1,1369653545050456072,0,4,18,"Relying on Dr. Seuss + voter suppression + a leader trying to such the party of resources.
Bold strategy Cotton. https://t.co/wd4HkGWl2q",Dr Seuss,1
2021-03-10T14:14:50.000Z,1369652974792933380,16482332,-1,1369652974792933380,13,10,16,"In @nationalpost I argue that Dr. Seuss is not a racist and it doesn't make sense that one company controls which of his books we have access to, 30 years after his death: https://t.co/rrmnsdnZyN",Dr Seuss,1
2021-03-10T14:13:14.000Z,1369652569832886272,14216661,-1,1369652569832886272,4,5,13,Jesse Kline: Copyright laws that are too strict give the woke book-burning crowd too much power https://t.co/mPirEi6LwF @accessd,Dr Seuss,1
2021-03-10T14:12:52.000Z,1369652477482663942,14801863,-1,1369652477482663942,0,0,8,"I have a column coming on anti-trust enforcement, the nature of public utilities, and Dr. Seuss. If any of those scintillating topics interest you, you can sign up to have the column delivered directly to your personal electronic mailbox here: https://t.co/lf4jZKFldV",Dr Seuss,1
2021-03-10T14:11:23.000Z,1369652103434633224,14165170,-1,1369652103434633224,4,0,13,"The stakes in canceling old works are way lower than canceling modern day people. If a novelist or corporate executive gets canceled, that changes the incentives of their peers, for good or ill. When Dr. Seuss gets canceled, nobody hops in a time machine to warn Walt Disney.",Dr Seuss,1
2021-03-10T14:10:49.000Z,1369651961264402432,1019340242619285504,-1,1369651961264402432,0,0,1,Dr. Seuss book sales spike after some pulled https://t.co/TCoewhWInP,Dr Seuss,1
2021-03-10T14:10:48.000Z,1369651959154708485,15856435,-1,1369651959154708485,0,0,2,Dr. Seuss book sales spike after some pulled https://t.co/RiIv6xAPY3,Dr Seuss,1
2021-03-10T14:10:03.000Z,1369651770742423552,352548417,-1,1369651770742423552,3,54,240,"Clearly, the American people prefer their leaders to listen to Dr. Fauci rather than whine about Dr. Seuss. https://t.co/X9FBGER78M",Dr Seuss,1
2021-03-10T14:09:54.000Z,1369651731760611336,17827531,-1,1369651731760611336,1,0,1,"As @AlexConant told @JonLemire and @colvinj, “I think Fox covered Dr. Seuss more than Biden’s stimulus bill in the week leading up to the vote."" https://t.co/noPs8bnn85 https://t.co/JtTRPzzyN0",Dr Seuss,1
2021-03-10T14:09:04.000Z,1369651521609232384,124030697,-1,1369651521609232384,2,22,95,What teachers really say when they hear about the Dr. Seuss books being pulled! *Tag A Teacher* #teacher #comedianeddieb #teachers #DrSeuss https://t.co/aEGYDHlVvr,Dr Seuss,1
2021-03-10T14:05:00.000Z,1369650499281166337,21364868,-1,1369650499281166337,1,1,39,"Not the first to say this but... I *adore* the fact that conservatives in the US talk about nothing but Mr. Potato Head, Dr. Seuss, and Dumbo now. It's almost self-parody at this point",Dr Seuss,1
2021-03-10T14:02:23.000Z,1369649842197303297,37104970,-1,1369649842197303297,0,1,1,"Libraries still have use for Dr. Seuss
 https://t.co/qeDzLCIwDJ",Dr Seuss,1
2021-03-10T14:01:00.000Z,1369649491800977410,1917731,-1,1369649491800977410,19,57,285,"Rep. Tim Ryan: ""Stop talking about Dr. Seuss and start working with us on behalf of the American workers."" https://t.co/jGOG3I3ITm",Dr Seuss,1
2021-03-10T14:00:08.000Z,1369649273038647299,16012783,-1,1369649273038647299,11,161,334,"""Everything you need to know about the morally disgusting state of the modern Republican Party can be found in the deafening silence about Rep. Paul Gosar of Arizona,"" writes @WajahatAli https://t.co/6iIzX6zALD",Dr Seuss,1
2021-03-10T14:00:02.000Z,1369649249751867396,771388593130483712,-1,1369649249751867396,3,23,135,"Rep. Tim Ryan to Republicans: ""Stop talking about Dr. Seuss and start working with us on behalf of the American workers!""

Learn more: https://t.co/VUpA62dvTG

#11thHour https://t.co/c2Y8RDuqvL",Dr Seuss,1
2021-03-10T14:00:01.000Z,1369649246299897860,494676930,-1,1369649246299897860,0,0,0,"Discontinued #DrSeuss Books Selling for Massive Prices Online 

https://t.co/FGygCAminA https://t.co/i8G4kVwfgT",Dr Seuss,1
2021-03-10T13:58:03.000Z,1369648749572726793,1917731,-1,1369648749572726793,35,109,769,"WATCH: Tim Ryan tears into GOP: ""Stop talking about Dr. Seuss and start working with us"" https://t.co/zjrJdoYOsD https://t.co/YmqxXe3RPa",Dr Seuss,1
2021-03-10T13:54:18.000Z,1369647804289851399,3222838619,-1,1369647804289851399,6,36,140,The dumb focus on Dr Seuss makes way more sense in this context. https://t.co/KkbTitxzzC,Dr Seuss,1
2021-03-10T13:51:35.000Z,1369647123654934529,42518865,-1,1369647123654934529,21,356,1184,"Weird. I could have sworn the GOP had “representatives” in Congress. 59% of their party supports a bill and exactly 0% voted for it. But hey...got some solid clicks out of that Dr. Seuss canceling, am I right?! https://t.co/brlureiBAD",Dr Seuss,1
2021-03-10T13:49:05.000Z,1369646491887931392,16858755,-1,1369646491887931392,0,0,0,"My latest article. Would love your thoughts: Dr. Seuss and False ""Cancel Culture"" Claims https://t.co/p4iYtSd4VK via @omekongo #education #CancelCulture #DrSeuss",Dr Seuss,1
2021-03-10T13:38:13.000Z,1369643760460705792,268476335,-1,1369643760460705792,0,6,19,"Democrats slam GOP lawmakers for opposing the Protecting the Right to Organize Act, which would make it easier for workers to unionize

""Stop talking about Dr. Seuss &amp; start working with us on behalf of American workers,” said Congressman Tim Ryan of Ohio.
https://t.co/mLcLBhGaDx https://t.co/ybJCaASRwz",Dr Seuss,1
2021-03-10T13:37:29.000Z,1369643575949090817,2467791,-1,1369643575949090817,44,230,1424,"Tim Ryan berates GOP over labor bill: ""Stop talking about Dr. Seuss and start working with us"" https://t.co/ovlStALrCM",Dr Seuss,1
2021-03-10T13:37:17.000Z,1369643523453116420,21733692,-1,1369643523453116420,66,1011,1931,"My latest for the @thedailybeast is on Paul Gosar who recently tweeted out a white supremacist slogan. Meanwhile, GOP leadership is too busy saving Dr. Seuss to reprimand him for his extremist ties. Hope you can read and share. 
https://t.co/T4u8ZqSNxu",Dr Seuss,1
2021-03-10T13:35:28.000Z,1369643066492153859,192935052,-1,1369643066492153859,0,2,11,"Someone sent me an email about a Dr. Seuss tweet I sent. Not an article. A tweet. The obsession over this non-issue is insane, in the purest sense of the word.",Dr Seuss,1
2021-03-10T13:34:17.000Z,1369642768902066177,17813513,-1,1369642768902066177,2,4,75,"Great news everybody. Stimulus checks are coming AND you can still buy Dr. Seuss books, just not the 5 his estate canceled due to pictures of Asian characters stereotyped. In other words Fox News, et al are just on another ""Hyrdroxychloroquine"" tear.",Dr Seuss,1
2021-03-10T13:30:06.000Z,1369641716769251328,18276982,-1,1369641716769251328,0,0,0,How do you feel about Dr. Seuss' estate making the decision to stop printing 6 of his books? We talk to Dr. Philip Nel a children's literature expert about whether or not this is a good thing at 7:38a. #TheMorningGrindWithShayAndShyne https://t.co/Xv2736kVd8,Dr Seuss,1
2021-03-10T13:29:20.000Z,1369641524128931842,431049342,-1,1369641524128931842,5,9,36,"Tim Ryan has done ZERO for the American worker over 2 decades of collecting millions in income. 

His district went from one of the most vibrant/thriving places in the state for the American worker to now housing the most impoverished city in the country.
https://t.co/o9gE4ik9PF",Dr Seuss,1
2021-03-10T13:19:05.000Z,1369638943600304131,68739089,-1,1369638943600304131,6,0,5,"“If our society sought reconciliation and subdued our vengeful instincts, cancel culture wouldn’t survive.” In this week’s Future View column, students debate the limits of cancel culture. https://t.co/WgVFEYR7WL via @WSJ",Dr Seuss,1
2021-03-10T13:16:03.000Z,1369638179884699649,3233810276,-1,1369638179884699649,0,2,7,"Ohio Dem Congressman Tim Ryan rips GOP for its opposition to boosting minimum wage, COVID relief, union organizing, etc.
""Stop talking about Dr. Seuss and start working with us on behalf of the American workers."" https://t.co/OQIXkLqBRL",Dr Seuss,1
2021-03-10T13:14:38.000Z,1369637823817613318,7228682,-1,1369637823817613318,4,5,18,"“If our society sought reconciliation and subdued our vengeful instincts, cancel culture wouldn’t survive.” In this week’s Future View column, students debate the limits of cancel culture. https://t.co/VD95LkYTC8",Dr Seuss,1
2021-03-10T13:12:09.000Z,1369637197767454727,229114225,-1,1369637197767454727,6,7,31,"Ohio Congressman Tim Ryan got fired-up on the floor blasting Republicans for not supporting a workers rights bill. ""...stop talking about Dr. Seuss, and start working with us..."" https://t.co/wFk419u6m6",Dr Seuss,1
2021-03-10T13:09:31.000Z,1369636538158612493,93069110,-1,1369636538158612493,65,186,1099,Here’s one of the big/duh answers to the question of “why aren’t Rs more vocally opposing this:” it’s popular with voters who are hurting during a pandemic. And so focusing on Dr Seuss is a lot easier. https://t.co/HbZrEpwvKd,Dr Seuss,1
2021-03-10T13:09:23.000Z,1369636502842572800,16243550,-1,1369636502842572800,18,31,213,‘Stop talking about Dr. Seuss’ and help workers: Rep. Tim Ryan blows up at Republicans on House floor https://t.co/gZbBQfXsX4,Dr Seuss,1
2021-03-10T13:07:27.000Z,1369636017268002817,571202103,-1,1369636017268002817,5,3,13,"Writer Jeremy Helligar on Dr. Seuss, Mr. Potato Head and why Republicans are fixating on childhood relics: https://t.co/fw3RYEtlf3",Dr Seuss,1
2021-03-10T13:03:12.000Z,1369634945380065283,40145940,-1,1369634945380065283,0,6,15,"Remember not one GOP Senator voted help the working people of this country in our hour of need while trying to distract us with nonsense stunts like making up ridiculous Dr. Seuss statements that don't rhyme. 
It's time to #CancelTheGOP https://t.co/L87CrChMWQ",Dr Seuss,1
2021-03-10T13:01:20.000Z,1369634475961892865,15279429,-1,1369634475961892865,7,11,51,"John Oliver tackled the conservative media’s current outrage over Dr. Seuss books, explaining that the choice is ""free enterprise, not fascism."" https://t.co/SmO1stQJ3c",Dr Seuss,1
2021-03-10T12:56:51.000Z,1369633347224354817,14216661,-1,1369633347224354817,24,6,22,Jesse Kline: Should one company really be able to dictate which Dr. Seuss books we can read? https://t.co/oXcMTRWLt6,Dr Seuss,1
2021-03-10T12:55:05.000Z,1369632904502992903,93637779,-1,1369632904502992903,1,21,24,"“Cancel culture seems to be much more interested in taking a stand over Dr Seuss books” than worrying about the actual trend of rising #antisemitism 

https://t.co/kUvelwmmCX",Dr Seuss,1
2021-03-10T12:51:31.000Z,1369632005550465024,493714995,-1,1369632005550465024,14,230,777,"If Conservatives had shown a fraction of the concern and respect for Dr. Fauci that they'e shown for Dr. Seuss, hundreds of thousands of Americans would be alive right now.
https://t.co/RBEVMrbhfH",Dr Seuss,1
2021-03-10T12:48:54.000Z,1369631349141889026,20371543,-1,1369631349141889026,116,915,4057,"I wish Republicans cared as much about people’s access to healthcare, livable wages and the ballot box as they do about access to Dr Seuss books and Peter Pan.",Dr Seuss,1
2021-03-10T12:40:28.000Z,1369629225960026116,3075845932,-1,1369629225960026116,6,11,42,"The $1.9 trillion thing? ""Many Republican politicians and conservative commentators had other priorities in recent days. A passionate defense of Dr. Seuss. Serious questions about the future of Mr. Potato Head. Intense scrutiny of Meghan Markle."" https://t.co/gJJml4IVOo",Dr Seuss,1
2021-03-10T12:36:25.000Z,1369628208245653510,22011288,-1,1369628208245653510,1,0,1,Rep. Tim Ryan blasts Republicans: ‘Stop talking about Dr. Seuss and start working with us’ https://t.co/qC83X7KgAP,Dr Seuss,1
2021-03-10T12:30:07.000Z,1369626621301383170,14345812,-1,1369626621301383170,1,4,7,"This is even more repugnant than the inane culture war faux-controversies Republicans have been trying to stir up of late over everything from Dr. Seuss to Mr. Potato Head, @paulwaldman1 writes https://t.co/liI6quBd4O",Dr Seuss,1
2021-03-10T12:30:00.000Z,1369626591836266505,20269833,-1,1369626591836266505,3,1,4,"Featured Commentary: the books in question date back as far as 1937. Unless you’ve spent quality time immersed in it, it’s hard to appreciate how deeply, openly and unapologetically racist the pop and consumer cultures of that era could be. 
https://t.co/nPQHDb22ZL",Dr Seuss,1
2021-03-10T12:14:45.000Z,1369622753314242560,640893,-1,1369622753314242560,7,8,46,"It is clear someone has fed a line to the chattering class that the GOP is too busy fighting over Dr. Seuss to do anything and they clearly are wrong.  The GOP actually does better fighting against Woke-O Haram, but the terrorist sympathizers can't see it from in their bubble.",Dr Seuss,1
2021-03-10T12:13:29.000Z,1369622436346527746,17813513,-1,1369622436346527746,4,17,97,"61% of Americans support the $1.9 trillion economic relief bill proposed by Biden. 95% of Democrats and 73% of Republicans support it.

But do go one about Dr. Seuss all week please.",Dr Seuss,1
2021-03-10T12:08:07.000Z,1369621082479722499,351084172,-1,1369621082479722499,0,1,0,"Dr. Seuss dominates USA TODAY bestseller's list amid controversy, takes six of Top 10 spots https://t.co/FuMd7rx2Ih",Dr Seuss,1
2021-03-10T12:00:54.000Z,1369619267096875010,18320938,-1,1369619267096875010,50,295,493,"While GOP was lying that Democrats were trying to cancel Dr. Seuss, Republicans in Arkansas literally passed a law to CANCEL a women's freedom. In Arkansas if a woman is raped she is required to carry the rapist baby to term. If anyone tries to abort that pregnancy it's a felony",Dr Seuss,1
2021-03-10T11:33:00.000Z,1369612245920055298,149954544,-1,1369612245920055298,0,20,33,"More GOP Voters Heard ‘a Lot’ About Move to Pull Dr. Seuss Books Than COVID-19 Relief Bill Vote 
https://t.co/stdrprimih via @cameron_easley https://t.co/LhG8WZBexn",Dr Seuss,1
2021-03-10T11:29:39.000Z,1369611404467040257,182398325,-1,1369611404467040257,31,81,365,"Dr. Seuss. Mr. Potato Head. Meghan Markle.

Despite imminent passage of the White House’s $1.9 trillion COVID relief bill, the GOP has resorted to the culture wars as it bows to a reality: 

Fifty days in, President Joe Biden has been tough to hit https://t.co/xvXzRNneGu",Dr Seuss,1
2021-03-10T11:08:32.000Z,1369606088857956353,16952739,-1,1369606088857956353,1,0,1,How teachers turned away from Dr. Seuss https://t.co/IvDbXxWCCG,Dr Seuss,1
2021-03-10T11:04:49.000Z,1369605156388675587,22208192,-1,1369605156388675587,1,1,2,The #CancelTheGOP spot from progressive PAC MeidasTouch ends with a Dr. Seuss-style ding of Republicans. https://t.co/NfoUFsoSa0,Dr Seuss,1
2021-03-10T11:03:00.000Z,1369604696499920901,2290164373,-1,1369604696499920901,2,1,13,"Dr. Seuss' estate is the one that cancelled some of the books, not the readers. 
https://t.co/u9f1ioDG4S",Dr Seuss,1
2021-03-10T11:00:20.000Z,1369604027202289670,116547240,-1,1369604027202289670,0,0,0,"This conversation about Dr. Seuss went off the rails, fast: https://t.co/Dv2qfrCEEB",Dr Seuss,1
2021-03-10T10:45:02.000Z,1369600176957108224,24506246,-1,1369600176957108224,2,4,4,"Republican politicians and conservative commentators have new interests: Dr. Seuss, Mr. Potato Head, intense scrutiny of Meghan Markle and even Milo Yiannopoulos becoming 'ex-gay'
 https://t.co/E29olYM7iT",Dr Seuss,1
2021-03-10T09:55:49.000Z,1369587790976065537,380285402,-1,1369587790976065537,9,6,22,"'Stop talking about Dr. Seuss and work with us!' Rep Tim Ryan blasts Republicans for fixating on culture war issues 
https://t.co/RphlgocxXt",Dr Seuss,1
2021-03-10T09:17:50.000Z,1369578231473582080,109523018,-1,1369578231473582080,2,2,17,"So people are actually using the term ‘Seussghazi’ in the US debate regarding the decision by the Dr Seuss estate to cease publication of six books due to racist tropes? 

Benghazi, you’ve become the new Watergate.",Dr Seuss,1
2021-03-10T09:15:03.000Z,1369577528776679430,61275243,-1,1369577528776679430,0,0,0,"“They never talk about Biden. It’s amazing,” said Alex Conant, a longtime GOP operative of the conservative news media. “I think Fox covered Dr. Seuss more than Biden’s stimulus bill in the week leading up to the vote.” https://t.co/ZsrKJD1bg0",Dr Seuss,1
2021-03-10T09:00:11.000Z,1369573787730145282,116547240,-1,1369573787730145282,0,0,0,"""This is overall just starting a war that's not there,"" says @selmablair: https://t.co/8Ok2KSj5Wl",Dr Seuss,1
2021-03-10T08:59:06.000Z,1369573516127961090,15917758,-1,1369573516127961090,3,1,7,Ohio Rep. Tim Ryan tells Republicans 'stop talking about Dr. Seuss' https://t.co/gd2OMN8OIT,Dr Seuss,1
2021-03-10T08:52:06.000Z,1369571753744343041,14511951,-1,1369571753744343041,12,110,340,The #CancelTheGOP spot from progressive PAC MeidasTouch ends with a Dr. Seuss-style ding of Republicans. https://t.co/fO3W7H1oQW,Dr Seuss,1
2021-03-10T08:29:28.000Z,1369566059464916994,15458694,-1,1369566059464916994,2,16,31,The #CancelTheGOP spot from progressive PAC MeidasTouch ends with a Dr. Seuss-style ding of Republicans. https://t.co/9YUHHxrTcE,Dr Seuss,1
2021-03-10T07:42:00.000Z,1369554115295129602,57417404,-1,1369554115295129602,0,1,5,"Rep. Tim Ryan: ""Stop talking about Dr. Seuss and start working with us on behalf of the American workers"" @RepTimRyan @DrSeuss @USCongressTwts #CancelCulture #Wokeism https://t.co/4tpEEQYo5H",Dr Seuss,1
2021-03-10T07:07:24.000Z,1369545407139770368,121336026,-1,1369545407139770368,0,0,5,"Lord knows what’s motivating people to spend thousands on those six Dr. Seuss books.

On the list of offensive shit that some people out there collect, it’s low—but who knows, maybe it’ll be their gateway memorabilia!",Dr Seuss,1
2021-03-10T06:37:42.000Z,1369537933259071489,3684431,-1,1369537933259071489,0,0,2,"""No defense will suffice. Ignorance of future norms is no excuse... It would behoove culture warriors to treat others with grace, lest they sin today against the caprices of tomorrow."" https://t.co/wTmnCLNaCv",Dr Seuss,1
