time,id,user_id,parent_id,root_id,reply_count,rt_count,like_count,text,topic,is_cont
2021-03-10T15:26:02.000Z,1369670890124963841,1084375028,-1,1369670890124963841,31,42,133,"We’re also discussing this must-read right now on #WarRoomPandemic!

“David Shor’s (Updated) 2020 Autopsy and 2022 Forecast” https://t.co/drXCjVCS6P",trump,1
2021-03-10T15:25:51.000Z,1369670845782781955,896523637,-1,1369670845782781955,21,10,118,"Brazilians who support Lula saying he's giving a class on what a real leader sounds like (vs Bolsonaro). That's just how Biden supporters spoke about him (vs Trump) in his inauguration speech. Some clear parallels at play, with a leftist figure entering at a moment of natl crisis https://t.co/sVclWTFx2G",trump,1
2021-03-10T15:23:43.000Z,1369670309675212805,20846658,-1,1369670309675212805,36,21,24,"Senior German MEP Dr. Peter Liese again hits out at #AstraZeneca and UK - interview with @ShonaMurray_ 

 🔸@BorisJohnson is acting a bit like Donald Trump with vaccine exports
🔸Oxford funded by EU money 
🔸Wouldn’t exclude complete export ban https://t.co/n1Lq17KAF2",trump,1
2021-03-10T15:22:16.000Z,1369669942786854913,19186003,-1,1369669942786854913,70,158,1953,"The same year, Trump won Missouri by ... 19. https://t.co/mJsWDnthUQ",trump,1
2021-03-10T15:22:03.000Z,1369669888349003778,1917731,-1,1369669888349003778,35,10,28,Veteran political consultant Dick Morris has reportedly been meeting with former President Trump as he looks to chart his path forward in politics after leaving the White House https://t.co/0N2PYfVTJ6 https://t.co/u6IcO65kwp,trump,1
2021-03-10T15:20:08.000Z,1369669407299997699,91478624,-1,1369669407299997699,22,5,34,Will Biden sign his name on stimulus checks like Trump did? https://t.co/KFe1iqhz8j https://t.co/13D1zzJcPq,trump,1
2021-03-10T15:20:00.000Z,1369669372445290511,20545835,-1,1369669372445290511,38,108,309,"“The Democrats on the left believe that if you are conservative and supported President Trump you are some kind of domestic terrorist,” @RepAndyBiggsAZ tells Newsmax TV.

""So they keep these fences up with the razor wiring."" https://t.co/VlT7z8v2lm https://t.co/pY259ZVdJk",trump,1
2021-03-10T15:19:08.000Z,1369669155708801027,4787411118,-1,1369669155708801027,42,265,798,Pres. Trump should travel to the border and underline the disaster caused by Joe Biden. https://t.co/GcZkWq6Q7t,trump,1
2021-03-10T15:16:02.000Z,1369668375543222273,9763482,-1,1369668375543222273,23,1,8,"Trump claims “our country is being destroyed” by surge of migrants crossing southern border.

The former president blamed the influx on President Joe Biden halting construction on his signature border wall with Mexico.
https://t.co/jqyxHNT1kr",trump,1
2021-03-10T15:12:05.000Z,1369667383179280386,926601,-1,1369667383179280386,22,213,648,"Here's my oral history of March 11th, the day last year everything changed—Covid cases crossed 1,000 in the US, the NBA suspended, Trump's Oval Office address, Tom Hanks and Rita Wilson were diagnosed. It's incredible looking back how little we all knew: https://t.co/91UkOQPkWB",trump,1
2021-03-10T15:06:03.000Z,1369665860709781514,2800581040,-1,1369665860709781514,43,218,1065,"Elections matter. None of these was inevitable.
Nov. 6, 2018: D's hold PA, win MI &amp; WI governors; means Trump can't overturn 2020 election.
Feb. 29, 2020: After losing IA, NH, &amp; NV, Biden wins SC, thus nomination.
Nov. 3, 2020: Trump loses.
Jan. 5, 2021: D's win GA, thus Senate.",trump,1
2021-03-10T15:05:05.000Z,1369665620971843584,20545835,-1,1369665620971843584,46,38,341,"Ronna McDaniel to Newsmax: Trump's relationship with the RNC is still ""really strong"" https://t.co/SwCNM5i6tx https://t.co/FX7UKQCakB",trump,1
2021-03-10T15:02:57.000Z,1369665082335059968,3932768472,-1,1369665082335059968,228,1974,7305,"President Trump has moved to cut off the RNC, the NRSC &amp; the NRCC from raising money using his image and name. This will put Trump firmly in control of the GOP’s finances ultimately. 

Trump has figured out that the RNC did not lift a finger after the 2020 election.",trump,1
2021-03-10T15:02:43.000Z,1369665025078665216,63013144,-1,1369665025078665216,79,335,931,"Republicans are throwing a fit over Biden’s dog nipping a Secret Service agent but have blown off Trump killing people trying to overthrow the government.

https://t.co/TvvpZdB7cq via @politicususa",trump,1
2021-03-10T15:02:10.000Z,1369664886993747970,334385278,-1,1369664886993747970,71,64,367,"“We’ve lost the narrative on this covid package,” said one former Trump administration official. “It’s overwhelmingly supported, and we haven’t done a good job to message why Americans should oppose it.”

W/ @AnnieLinskey @tylerpager 

https://t.co/GTLhxPePTO",trump,1
2021-03-10T14:57:37.000Z,1369663742015836160,20742461,-1,1369663742015836160,23,204,921,The Manhattan district attorney’s office has issued new subpoenas and requested recordings of government meetings in its probe of Trump’s financial dealings involving the sprawling Seven Springs estate in New York. https://t.co/d9a5NkJvbD,trump,1
2021-03-10T14:57:05.000Z,1369663607328419841,22771961,-1,1369663607328419841,68,216,1119,Interesting read... Trump’s attacks on the press may have inadvertently strengthened protections for US journalists. As Lawfare writes: “Executive overreach sometimes leads to improvements in the law.” https://t.co/yM7nvr24dC,trump,1
2021-03-10T14:52:10.000Z,1369662368079347717,22187085,-1,1369662368079347717,50,743,1613,Reminder that the Trump family took more trips that required Secret Service protection in one year than the Obama family took in seven https://t.co/RH47iXTlpy,trump,1
2021-03-10T14:52:04.000Z,1369662344503123973,1917731,-1,1369662344503123973,39,58,299,"White House rehangs Clinton, Bush portraits moved under Trump https://t.co/pNg7C1XxGQ https://t.co/bYAwjBl6TE",trump,1
2021-03-10T14:47:06.000Z,1369661094453731332,2836421,-1,1369661094453731332,157,191,1069,".@MaddowBlog: Last year, fmr. President Trump prioritized putting his name directly onto Covid-19 relief checks. This year, President Biden is more interested in governance than self-promotion.

https://t.co/qSWgRbcN7g",trump,1
2021-03-10T14:44:06.000Z,1369660338501738498,13850422,-1,1369660338501738498,45,24,72,Former President Donald Trump's clash with traditional Republican campaign committees over using his name to fundraise ignites midterm worries https://t.co/cMzV9wKC23 https://t.co/7BMCb39IFQ,trump,1
2021-03-10T14:43:11.000Z,1369660109123649538,288277167,-1,1369660109123649538,135,250,1009,Trump keeps urging people to give money to him instead of the RNC. The RNC keeps responding by meekly praising him. https://t.co/yxKmxfnYDN,trump,1
2021-03-10T14:42:52.000Z,1369660029368995842,1367531,-1,1369660029368995842,130,50,243,Biden infuriates progressives after denying entry to thousands still affected by Trump's 'Muslim ban' https://t.co/xVFF2Qjdhp,trump,1
2021-03-10T14:37:07.000Z,1369658581956591616,1917731,-1,1369658581956591616,29,21,37,"EXCLUSIVE: Dozens of Trump appointees ""burrow"" into Biden government https://t.co/vzsZ81Kixk https://t.co/IFRzZihPFg",trump,1
2021-03-10T14:36:14.000Z,1369658361071951874,1131917492,-1,1369658361071951874,37,46,100,"“[Donald] Trump is no longer president of the U.S. and there’s a new one.""

“My friends have told me that with the new president, it will be easier to enter the U.S."" 

https://t.co/zg1qZOtXaQ",trump,1
2021-03-10T14:33:59.000Z,1369657793016455169,457984599,-1,1369657793016455169,26,13,49,Senate Foreign Relations Committee Chairman Sen. Bob Menendez (D-NJ) says he is concerned the Taliban will not fulfill their obligations under the 2020 deal with the Trump administration. https://t.co/rLsHIUoaeX,trump,1
2021-03-10T14:33:55.000Z,1369657777581350913,18643437,-1,1369657777581350913,31,145,607,"Mainstream media web traffic slumped by 20 per cent after President Trump left office, with the press writing three times fewer stories about Biden than they did about Trump in the same month after he took office in 2017.

https://t.co/ugkbfubUOC",trump,1
2021-03-10T14:33:03.000Z,1369657556948418560,16012783,-1,1369657556948418560,117,106,272,"It’s only a few minutes long, but the newly released DUI arrest video of former Yankees star Johnny Damon sure packs a lot in https://t.co/MY5BzzfDIv",trump,1
2021-03-10T14:33:01.000Z,1369657548807241728,237845487,-1,1369657548807241728,205,119,1120,He seems nice. https://t.co/M4Bjh2zNQq,trump,1
2021-03-10T14:28:07.000Z,1369656315811950594,1917731,-1,1369656315811950594,113,46,124,Trump doubles down on calls to donate directly to him rather than the GOP https://t.co/A9heG4Jsj2 https://t.co/PfCZrQoBcf,trump,1
2021-03-10T14:26:29.000Z,1369655903406993410,16041234,-1,1369655903406993410,25,157,407,Trump hit with new subpoenas as Manhattan DA's office ramps up probe of Seven Springs estate: WSJ https://t.co/Ggrue6T2ut,trump,1
2021-03-10T14:21:05.000Z,1369654548193804296,16012783,-1,1369654548193804296,21,73,207,"""Trump, like some blood-sucking roundworm, is still trying to suck as much life as he can out of the host body while he still can, with a $421 million loan bill coming due and the Manhattan district attorney breathing down his neck,"" writes @mtomasky https://t.co/bLKlFQSb3O",trump,1
2021-03-10T14:18:58.000Z,1369654013847801870,2417586104,-1,1369654013847801870,117,600,1661,"The number of illegal immigrants crossing our border has increased 10-fold since Donald Trump was President, and three times as many children are being trafficked. 

But don’t call it Biden’s crisis. https://t.co/HhgYNYyL7s",trump,1
2021-03-10T14:18:07.000Z,1369653800848400395,21414576,-1,1369653800848400395,36,55,196,"Donald Trump, along with Prince Don Jr. and Princess Ivanka, tried to install royalty in the United States and end democracy. Meanwhile, the royal institution in the UK has been shaken by Megan Markel‘s revelations. Is it time to end royalty worldwide?

 https://t.co/MYNSwbN5tn",trump,1
2021-03-10T14:16:59.000Z,1369653513425457154,236487888,-1,1369653513425457154,20,37,380,No. I ran against Trump because he was a lawless authoritarian who was an existential threat to this country. Still is. https://t.co/2NBEsgdhvr,trump,1
2021-03-10T14:16:24.000Z,1369653368050905090,203123011,-1,1369653368050905090,29,4,65,"Unlike Donald Trump, U.S. President Joe Biden won't put his name on relief cheques https://t.co/VuztOz6j5U",trump,1
2021-03-10T14:10:06.000Z,1369651784315240460,5988062,-1,1369651784315240460,57,20,71,"On our “Checks and Balance” podcast we look at the legacy of Rush Limbaugh, who pioneered Donald Trump’s brand of anti-elitism https://t.co/WVEOxTvsqT https://t.co/aCtVY9Etxl",trump,1
2021-03-10T14:01:03.000Z,1369649506564907013,2836421,-1,1369649506564907013,79,115,482,"""If your lifetime has been spent watching Black people get killed in viral videos...followed by a man like Donald Trump getting elected, you don't believe much in the American dream right now,"" @DrJasonJohnson says. https://t.co/1EF3SOJMam",trump,1
2021-03-10T14:00:21.000Z,1369649327057035265,47475039,-1,1369649327057035265,22,433,1190,"""Trump was not an aberration, but a culmination. His rise and installation were made possible not only by illegal activity, but by the exploitation of American pain and injustice. Stopping a recurrence means mending structural flaws."" -- @gaslitnation https://t.co/S44NsVMS6x",trump,1
2021-03-10T13:57:24.000Z,1369648584862408706,15220768,-1,1369648584862408706,24,222,690,"Thank you, Trump voters. https://t.co/te5VZludjl",trump,1
2021-03-10T13:56:05.000Z,1369648254359642114,95431448,-1,1369648254359642114,22,7,25,"At several points in the video, Damon mentions his support of the police, and adds that he knows “people are trying to target me because I’m a [Donald] Trump supporter.”  https://t.co/7zGYrQEVkl",trump,1
2021-03-10T13:50:05.000Z,1369646746436046848,91478624,-1,1369646746436046848,48,28,141,"Unlike Trump, Biden won’t sign his name on the $1,400 stimulus checks https://t.co/TGk6LCAx1S by @theothersarahh https://t.co/Pc8PKo0LK2",trump,1
2021-03-10T13:50:00.000Z,1369646722599841794,34082620,-1,1369646722599841794,247,1922,10769,Lol!! What a boss Trump was. Exactly how every single Republican should treat the media. https://t.co/3V49YZIecw,trump,1
2021-03-10T13:48:20.000Z,1369646304238972929,41789292,-1,1369646304238972929,27,83,275,"President Biden Must Follow the Advice of Candidate Biden on Iran: Despite criticizing Trump’s maximum pressure, the Biden admin is continuing Trump’s policies. Trump may be gone but for ordinary Iranians, not much has changed.

Me and ⁦@AssalRad  https://t.co/HFo3MebmDn",trump,1
2021-03-10T13:43:46.000Z,1369645156228554762,14529929,-1,1369645156228554762,140,667,3835,Manhattan Prosecutors Advance Probe Into Trump’s Seven Springs Estate - WSJ https://t.co/dw9pSQodod,trump,1
2021-03-10T13:41:51.000Z,1369644673640325134,1029094268542099457,-1,1369644673640325134,238,2074,10087,"The Biden Administration is looking for volunteers to help address the border crisis.

I have an easier solution.

Reinstate former President Donald J. Trump's national emergency declaration for the southern border.",trump,1
2021-03-10T13:41:26.000Z,1369644569898479620,39308549,-1,1369644569898479620,20,38,68,Former Baseball Star Claims He's Unfairly Targeted For Supporting Donald Trump In Wild Arrest Video https://t.co/3Ouy2DROCp,trump,1
2021-03-10T13:39:59.000Z,1369644204754935809,16006592,-1,1369644204754935809,50,56,560,"One of the funnier Trump v Biden subplots is how Trump promised the moon as a starting point on all things, Biden likes to lower expectations near the floor and then go “woah, a miracle has occurred!” https://t.co/QB2Ph6ZrYq",trump,1
2021-03-10T13:34:37.000Z,1369642852926562307,83668232,-1,1369642852926562307,113,1705,3894,"NEW Politico/MC Poll

Support for American Rescue Plan
Support: 75%
Oppose: 18%

Among Baby Boomers
Support: 74%
Oppose: 24%

Among Evangelical
Support: 74%
Oppose: 20%

Among Trump '20 Vters
Support: 55%
Oppose: 38%

Among GOpers
Support: 59%
Oppose: 35%

https://t.co/swzjLN1CMq",trump,1
2021-03-10T13:34:21.000Z,1369642787193446409,574857684,-1,1369642787193446409,225,931,3431,"I was today years old when I learned, again, that Police know how to not kill people who resist arrest.

https://t.co/B8ZW3WQvOS",trump,1
2021-03-10T13:30:00.000Z,1369641692257804294,32871086,-1,1369641692257804294,128,686,4000,A judge has tossed out Trump's lawsuit against the New York Times. https://t.co/zYGrIQhyt4,trump,1
2021-03-10T13:26:43.000Z,1369640864859971588,236487888,-1,1369640864859971588,48,247,2177,You mean Donald Trump? https://t.co/lkWNXScsed,trump,1
2021-03-10T13:21:32.000Z,1369639559827456002,1367531,-1,1369639559827456002,225,82,525,Trump supports 'important GOP Committees' but still demands 'RINOs and fools' not fundraise with his image https://t.co/zBTfpuXZ08,trump,1
2021-03-10T13:21:13.000Z,1369639481700216833,327862439,-1,1369639481700216833,103,153,941,lots of new details in here https://t.co/74cplKgEee,trump,1
2021-03-10T13:20:49.000Z,1369639381406003200,327862439,-1,1369639381406003200,81,77,425,"Trump, Hungry for Power, Tries to Wrestle Away G.O.P. Fund-Raising https://t.co/74cplKgEee",trump,1
2021-03-10T13:15:08.000Z,1369637951697747969,3362016513,-1,1369637951697747969,58,190,518,Biden is doing a predictably fine job of polishing Trump's legacy by being useless and craven to damaging liberal dogma. Less than two months in and there's already a massive migrant crisis that US authorities literally don't have the manpower to deal with!,trump,1
2021-03-10T13:05:12.000Z,1369635449594122240,21536398,-1,1369635449594122240,83,92,249,CNN Host Airs Old Video of Himself Wearing No Pants On Air While Bashing Trump https://t.co/JkvMpL6ikY,trump,1
2021-03-10T13:03:31.000Z,1369635025642156034,431773266,-1,1369635025642156034,36,52,352,Why is it so hard for liberals to accept that Biden’s Iran policy is the same as Trump’s? I’m growing very baffled by this.,trump,1
2021-03-10T13:01:27.000Z,1369634505049468928,41634520,-1,1369634505049468928,372,298,1061,This is CNN... https://t.co/Mb0xqeB5cJ,trump,1
2021-03-10T12:56:40.000Z,1369633302668337155,21252618,-1,1369633302668337155,69,222,1024,One year ago today. Trump came to the Capitol and assured us everything would be ok with the coronavirus. We packed into a pen to see him walk into the senate. Cc ⁦@mkraju⁩ ⁦@nancycordes⁩ https://t.co/8JkjeTBTWD,trump,1
2021-03-10T12:55:33.000Z,1369633020303532041,123281100,-1,1369633020303532041,27,102,252,"‘They shut my ‘University’ over fraud. They shut my Foundation over fraud. I’m under massive criminal investigation over fraud. But yeah, send me and no one else all your money!’ #Trump https://t.co/t7yitjn0Xm",trump,1
2021-03-10T12:47:36.000Z,1369631018794225666,87818409,-1,1369631018794225666,65,53,158,Chinese entrepreneur sells pensive Donald Trump Buddha statue https://t.co/9F5SXI7llx,trump,1
2021-03-10T12:47:03.000Z,1369630880478728193,2836421,-1,1369630880478728193,26,151,653,"Constitutional Law Professor Laurence Tribe says the lawsuit filed by Rep. Swalwell against fmr. Pres. Trump — alleging Trump incited the Jan. 6 riot — is ""quite invulnerable to any legal challenge"" and an ""important way for accountability to take place.""

https://t.co/o6I2sWqx9Q",trump,1
2021-03-10T12:42:56.000Z,1369629845735546883,54885334,-1,1369629845735546883,378,25,93,"“To Trump administration aides, the new president’s crowing rings off-key. Mr. Biden is proclaiming victory off his predecessor’s achievements while wrongly grumbling about a mess he says he inherited, they say.”
By ⁦@SharonLNYT⁩  https://t.co/zlagHSHmLb",trump,1
2021-03-10T12:37:07.000Z,1369628381143261184,18831926,-1,1369628381143261184,25,106,252,"Who benefits the most from the new COVID relief package under Biden WH/Dem Congress, versus the tax cut Bill passed by Trump WH/GOP Congress. 

Night and day. 
https://t.co/sluA2qrBx6 https://t.co/PJ4gIBeREe",trump,1
2021-03-10T12:30:09.000Z,1369626627576131584,282695161,-1,1369626627576131584,20,190,763,"This made the Trump men very emotional - well done, MAGA! 
 
https://t.co/BvEWlK9Jje",trump,1
2021-03-10T12:30:00.000Z,1369626593274961924,32871086,-1,1369626593274961924,204,1242,3302,"Despite spending months attacking the safety of mail-in voting, Trump just — once again — relied on mail-in voting to cast his ballot in a Florida municipal election. https://t.co/MNDSUBgnJD",trump,1
2021-03-10T12:26:46.000Z,1369625777013207044,254117355,-1,1369625777013207044,70,22,69,David Shor on Why Trump Was Good for the GOP and How Dems Can Win in 2022 https://t.co/5LNyPNFSOS,trump,1
2021-03-10T12:25:03.000Z,1369625347294195719,1917731,-1,1369625347294195719,31,30,235,State court tosses Trump defamation suit against The New York Times https://t.co/vTOvcmZluP https://t.co/COTfQXJBCX,trump,1
2021-03-10T12:20:16.000Z,1369624143172370433,93069110,-1,1369624143172370433,97,120,411,Cutting through the department of overthinking things: Trump is angry at Republicans + a giant pile of cash is potentially available to him with few restrictions on what he can spend it on. Hence his hostile takeover - somewhat walked back - of GOP $ https://t.co/LwbzOPFVNs,trump,1
2021-03-10T12:20:03.000Z,1369624088252153857,91478624,-1,1369624088252153857,46,20,149,"Unlike Trump, Biden won’t sign his name on the $1,400 stimulus checks https://t.co/c1u7xs3aDJ by @theothersarahh https://t.co/u9eHiASDPu",trump,1
2021-03-11T15:02:09.000Z,1370027269368868865,355989081,-1,1370027269368868865,35,304,2150,"Election Commission of India responds to TMC's letter over the Nandigram incident in which West Bengal CM Mamata Banerjee was injured yesterday. ECI says, ""It's unfortunate that it is full of insinuations &amp; averments"".",Bengal Election,1
2021-03-11T13:10:46.000Z,1369999240529780739,36327407,-1,1369999240529780739,35,28,364,"Farmer leader will visit Kolkata, dissuade people from voting for BJP

https://t.co/IhEUThSdfk https://t.co/jXCYpGZHBs",Bengal Election,1
2021-03-11T12:17:21.000Z,1369985794711035906,24857905,-1,1369985794711035906,21,622,1800,"Is this the reason why you aren’t acting on my complaint against Amit Shah, @ceopuducherry? 

It speaks volumes when you use your official account to LIKE a tweet about Republic TV’s launch in Bengal. 

Is this an objective, free, &amp; fair election machinery, @SpokespersonECI? https://t.co/1ayfOEbM24",Bengal Election,1
2021-03-11T11:32:45.000Z,1369974572066422789,355989081,-1,1369974572066422789,34,29,300,Trinamool Congress Parliamentary delegation to meet Election Commission on India in Delhi on March 12 on yesterday's Nandigram incident in which West Bengal CM Mamata Banerjee suffered injuries,Bengal Election,1
2021-03-11T06:47:47.000Z,1369902856518524929,856530759116402690,-1,1369902856518524929,166,948,5518,The battle for Bengal is the battle for India. The voters in Bengal will vote for the future of India in this election.,Bengal Election,1
2021-03-11T06:46:08.000Z,1369902443954245635,355989081,-1,1369902443954245635,69,244,1634,"They (TMC) are politicizing the issue. However, we believe such incidents should not be politicized. I hope Election Commission will send enough central forces to West Bengal to control the political violence: BJP leader Kailash Vijayvargiya on alleged attack on Mamata Banerjee https://t.co/BUYVZBPPCH",Bengal Election,1
2021-03-11T06:29:24.000Z,1369898232646541314,355989081,-1,1369898232646541314,109,542,5936,"West Bengal: Election Commission rejects the nomination of TMC candidate from Joypur Assembly seat, Ujjwal Kumar",Bengal Election,1
2021-03-11T05:35:40.000Z,1369884708528562184,355989081,-1,1369884708528562184,62,76,779,"West Bengal: A TMC delegation to meet Election Commission officers in Kolkata today &amp; file a complaint about the alleged attack on party chief Mamata Banerjee in Nandigram yesterday. 

A BJP delegation will also meet the commission to demand a proper enquiry into the incident.",Bengal Election,1
2021-03-11T05:29:12.000Z,1369883081834864640,36327407,-1,1369883081834864640,20,1,37,".@MamataOfficial in hospital, uncertainty over TMC manifesto release today

https://t.co/qwulQ6xexj https://t.co/Jn5PwGDjFj",Bengal Election,1
2021-03-11T03:25:17.000Z,1369851896064712704,36327407,-1,1369851896064712704,28,18,79,"West Bengal chief minister @MamataOfficial sustained severe bone injuries after she was allegedly ""pushed"" by some persons at Nandigram, as per a preliminary report by doctors

Read: https://t.co/9e2TXldMLG

#WestBengalElections https://t.co/g3TDHuebDo",Bengal Election,1
2021-03-11T02:54:02.000Z,1369844032189456387,96900937,-1,1369844032189456387,38,106,858,"Mamata Banerjee Has ""Foot, Shoulder, Neck Injuries"", Under Watch For 2 Days https://t.co/Op9a2bntEH https://t.co/g4MDYUVUDq",Bengal Election,1
2021-03-11T02:16:11.000Z,1369834508913049603,36327407,-1,1369834508913049603,181,117,956,"Nandigram attack: Mamata Banerjee sustains severe bone injuries in her ankle, shoulder and neck, say doctors

https://t.co/9e2TXldMLG https://t.co/k5tjcjXpwS",Bengal Election,1
2021-03-10T17:37:56.000Z,1369704083666259970,56304605,-1,1369704083666259970,572,633,5871,"EC seeks report on ‘attack’ on @MamataOfficial ; security forces in Bengal are now under direct supervision of the EC. Ball now in EC court to inquire.Bengal needs an election free of fear and violence. Forget bruising/polarised politics, let’s all wish Didi a speedy recovery.🙏",Bengal Election,1
2021-03-10T15:41:42.000Z,1369674834456678403,37034483,-1,1369674834456678403,39,93,371,"Election Commission seeks report on West Bengal Chief Minister #MamataBanerjee being attacked

NDTV’s Saurabh Gupta reports https://t.co/FsSe0U5gYV",Bengal Election,1
2021-03-10T14:46:26.000Z,1369660924223578118,355989081,-1,1369660924223578118,62,45,291,Election Commission of India has sought a detailed report on the incident in which West Bengal CM Mamata Banerjee claimed that she suffered an injury after she was pushed by few people https://t.co/jkG2VtV98W,Bengal Election,1
2021-03-10T14:04:27.000Z,1369650359329640454,177886974,-1,1369650359329640454,43,50,486,West Bengal CM @MamataOfficial injured. In severe pain. Foot injury. sketchy details. Swelling in the foot. A team of doctors rushes to the CM. Someone tried to push her. TMC to complain to election commission. CM wants to return to Kolkata. No local police. 4-5 people pushed her,Bengal Election,1
2021-03-10T13:30:22.000Z,1369641782598770692,245687754,-1,1369641782598770692,30,47,587,"West Bengal CM Mamata Banerjee injured in leg during election campaign in Nandigram, says she was pushed",Bengal Election,1
2021-03-10T07:30:18.000Z,1369551169421467654,3150940290,-1,1369551169421467654,22,39,192,"West Bengal chief minister Mamta Banerjee’s Trinamool Congress is likely to win the state’s assembly elections for a third consecutive time, according to an election survey. | @khanumarfa discusses this with @boseprasenjit1 and BJP leader @shishirkb.
https://t.co/JQJi0IO3KG",Bengal Election,1
2021-03-10T05:35:44.000Z,1369522337750470657,36327407,-1,1369522337750470657,26,25,310,"Will build a hut for myself in Nandigram, says @MamataOfficial

https://t.co/nA2mvkKyXI https://t.co/6pO6gCoka6",Bengal Election,1
2021-03-09T15:53:08.000Z,1369315325112684544,163817624,-1,1369315325112684544,111,395,3716,"#BigNews 
DGP Bengal removed by Election Commission. @ECISVEEP",Bengal Election,1
